iter	RMSE
0	0.9578357565
1	0.9154164684
2	0.872392655
3	0.841720293
4	0.8062639958
5	0.7739573139
6	0.7396274213
7	0.7094339948
8	0.6828702384
9	0.655910302
10	0.6268628575
11	0.60309152
12	0.5805679076
13	0.558582504
14	0.5323979515
15	0.5122304241
16	0.4897717364
17	0.4721373458
18	0.45460531
19	0.4334427274
20	0.4185041634
21	0.4009611079
22	0.384900498
23	0.3693474772
24	0.3536591703
25	0.339351982
26	0.3251988878
27	0.3109853878
28	0.2987300925
29	0.2881104528
30	0.2754838743
31	0.2665431887
32	0.2556214565
33	0.2465980299
34	0.2352246165
35	0.227380536
36	0.2185893099
37	0.208522433
38	0.2004459492
39	0.1912431366
40	0.1839312797
41	0.177913272
42	0.1716252576
43	0.1642915545
44	0.158156875
45	0.1526929619
46	0.1475174184
47	0.1412900573
48	0.1355962638
49	0.1310063963
50	0.1255010291
51	0.1214479837
52	0.1160347377
53	0.1122808604
54	0.1078378562
55	0.103087015
56	0.09996677219
57	0.09679678739
58	0.09301062398
59	0.08921096898
60	0.08593200228
61	0.08279666559
62	0.08011292705
63	0.07771098719
64	0.07498802071
65	0.07230405697
66	0.06999044483
67	0.06775149147
68	0.06498599052
69	0.0632570701
70	0.06086839823
71	0.05878357917
72	0.05697615539
73	0.05492696295
74	0.05341045758
75	0.05151679389
76	0.04968367957
77	0.04817795494
78	0.04678263125
79	0.04522750462
80	0.04400259435
81	0.04258328776
82	0.04129439712
83	0.04016634543
84	0.03897530021
85	0.03800797438
86	0.03682262433
87	0.03590726908
88	0.03494091599
89	0.03388683536
90	0.03309910808
91	0.03222992005
92	0.03126613373
93	0.03063530337
94	0.02973703246
95	0.02903718847
96	0.0282573204
97	0.02771705631
98	0.02714114139
99	0.02641799023
100	0.02582309069
101	0.02526195309
102	0.0247198647
103	0.02422294548
104	0.02373036721
105	0.02326033995
106	0.02275105695
107	0.0223015498
108	0.0217509465
109	0.0213595306
110	0.02083817003
111	0.02030842481
112	0.01982466078
113	0.01935965014
114	0.01891439097
115	0.0185870861
116	0.01825427337
117	0.01792750305
118	0.01759119991
119	0.01730188173
120	0.01689920041
121	0.01658775066
122	0.01623606903
123	0.01595101565
124	0.01560469817
125	0.01535497266
126	0.01510610681
127	0.01478659727
128	0.01449379897
129	0.01426739575
130	0.01404546564
131	0.01383583789
132	0.01358112142
133	0.01338013951
134	0.01315862314
135	0.01290952598
136	0.01269122835
137	0.01250202566
138	0.01229466408
139	0.01211654364
140	0.01194364257
141	0.01177554493
142	0.01161157083
143	0.01145168702
144	0.01125136135
145	0.01110274224
146	0.01093990797
147	0.0107803664
148	0.01062628023
149	0.01045782831
150	0.01032232168
151	0.01018338236
152	0.01005183659
153	0.009907497809
154	0.009782651829
155	0.009643211961
156	0.009526128682
157	0.009409914312
158	0.009299152058
159	0.009135369276
160	0.009026166452
161	0.008919813574
162	0.008773008968
163	0.008665222991
164	0.008535877226
165	0.008432977383
166	0.008336347905
167	0.008208037447
168	0.008106291486
169	0.008012207006
170	0.007925478741
171	0.007840521423
172	0.007756242447
173	0.007633148554
174	0.007553939405
175	0.007473863471
176	0.007398589966
177	0.007318327347
178	0.007243487352
179	0.007161094315
180	0.007086213141
181	0.007007518034
182	0.006939296737
183	0.006872715531
184	0.006764238791
185	0.006691013232
186	0.006627527376
187	0.006557879417
188	0.006497231845
189	0.006438038227
190	0.006380258897
191	0.006285577372
192	0.006201509766
193	0.006119903537
194	0.006059839002
195	0.005979500557
196	0.005902998904
197	0.005827642125
198	0.005777525369
199	0.005688157168
200	0.005639550972
201	0.005574365832
202	0.00552788928
203	0.005459160448
204	0.005414381212
205	0.005370682032
206	0.005307039844
207	0.005264844227
208	0.005202296919
209	0.005161923622
210	0.005122522459
211	0.005085603737
212	0.005049569734
213	0.004983298724
214	0.004908584471
215	0.004872220027
216	0.004822205999
217	0.004773859893
218	0.004706061342
219	0.004653743811
220	0.004584734311
221	0.004541213881
222	0.004508954945
223	0.004469481905
224	0.004423005861
225	0.004392639781
226	0.004339546431
227	0.004310100776
228	0.004269589791
229	0.00423050705
230	0.004189593236
231	0.004157828953
232	0.004104772463
233	0.00407414795
234	0.004017113077
235	0.003988012719
236	0.003959782714
237	0.003920417213
238	0.003893046795
239	0.003866481778
240	0.003840689833
241	0.003816298317
242	0.003782763844
243	0.003733457335
244	0.003706577999
245	0.00368320424
246	0.003658508429
247	0.00363645471
248	0.003614954777
249	0.003593566513
250	0.00356487074
251	0.003516178573
252	0.003495571023
253	0.003475540996
254	0.003456003426
255	0.003416337197
256	0.003397269819
257	0.003357666004
258	0.003339105732
259	0.003318347525
260	0.00329831412
261	0.003256000513
262	0.003238588903
263	0.00322166324
264	0.003181572686
265	0.00316322589
266	0.003144444766
267	0.003128571629
268	0.003090972881
269	0.003075150067
270	0.003042476323
271	0.003027055032
272	0.003012161236
273	0.002984410384
274	0.002968377999
275	0.002954332808
276	0.002927201434
277	0.002913445831
278	0.002885218526
279	0.002864322168
280	0.002841479178
281	0.002827489023
282	0.00279638632
283	0.002783156676
284	0.002762719204
285	0.002746077028
286	0.002718755722
287	0.002700088143
288	0.002687820166
289	0.002675006136
290	0.002663413646
291	0.002649996822
292	0.002638084826
293	0.0026164149
294	0.002604834209
295	0.002577924739
296	0.002565376958
297	0.002554975063
298	0.002544862094
299	0.002532674075
300	0.002516996779
301	0.002501468011
302	0.002491906613
303	0.002474977205
304	0.002460822109
305	0.002445018672
306	0.002430619769
307	0.002421570832
308	0.002397966797
309	0.002384314013
310	0.002375579824
311	0.002367082953
312	0.002355609703
313	0.002344902777
314	0.002330666119
315	0.002318339373
316	0.002305174628
317	0.002287233956
318	0.002272041476
319	0.002260104381
320	0.002252157659
321	0.002240765119
322	0.002230877742
323	0.002223430338
324	0.002212645341
325	0.002205490732
326	0.002188953332
327	0.002178554119
328	0.002161181979
329	0.00214697029
330	0.002136727763
331	0.002129811246
332	0.002120341582
333	0.002113612933
334	0.00210706621
335	0.002097633318
336	0.002082747508
337	0.002072545845
338	0.002063551211
339	0.002048485405
340	0.002039727922
341	0.002033549179
342	0.002027539039
343	0.002016866511
344	0.002007460726
345	0.001998400277
346	0.001985094445
347	0.001977001824
348	0.001968493671
349	0.001957719259
350	0.001947778985
351	0.001941949733
352	0.001930622378
353	0.001921186616
354	0.001911775709
355	0.001898429036
356	0.001891431377
357	0.001879492976
358	0.001870557228
359	0.001863509389
360	0.001852080294
361	0.001842884195
362	0.00183301602
363	0.001826496468
364	0.001814971217
365	0.001807801688
366	0.00179333464
367	0.001786617123
368	0.00177593267
369	0.001767737032
370	0.001760967385
371	0.001752320021
372	0.001746131242
373	0.00174150276
374	0.001736471664
375	0.001730704023
376	0.00172023953
377	0.001711889472
378	0.001698961202
379	0.001692832
380	0.001687906546
381	0.001683121722
382	0.00167374564
383	0.001663887266
384	0.001652698139
385	0.001647972228
386	0.00164338119
387	0.001636697496
388	0.001632046943
389	0.001627637155
390	0.00161812456
391	0.001613072223
392	0.001606942525
393	0.001597892758
394	0.00158968359
395	0.001583353596
396	0.001574625786
397	0.001570230762
398	0.001566537952
399	0.001562368102
400	0.001556448357
401	0.001549029716
402	0.001542649481
403	0.001539249017
404	0.001535103239
405	0.001524565876
406	0.001520145508
407	0.001512035071
408	0.001506760857
409	0.001500717764
410	0.001496825348
411	0.001490978416
412	0.001481651891
413	0.00147694589
414	0.001469082128
415	0.001464141655
416	0.00145939995
417	0.001452560222
418	0.00144505469
419	0.001438733613
420	0.001434165758
421	0.00142966277
422	0.001421063112
423	0.001416647181
424	0.001410838885
425	0.001406588579
426	0.00140215451
427	0.001398207044
428	0.001390268928
429	0.001384394723
430	0.001378928664
431	0.001374738334
432	0.001368276072
433	0.001363100178
434	0.001356672272
435	0.001350378569
436	0.001347258648
437	0.001343334056
438	0.001336384255
439	0.00133380385
440	0.001329840019
441	0.001325373536
442	0.001319864328
443	0.001315062497
444	0.001310885358
445	0.001306475117
446	0.001300891448
447	0.001297074267
448	0.001293412554
449	0.00128989886
450	0.001285571093
451	0.001282159313
452	0.001279442207
453	0.001275689979
454	0.001272090953
455	0.001266164133
456	0.001262888315
457	0.001259077779
458	0.001254698935
459	0.001251054517
460	0.00124773235
461	0.001244540269
462	0.001240461306
463	0.001236945515
464	0.001230817063
465	0.001223114419
466	0.001217374816
467	0.001213493443
468	0.001209114343
469	0.001205637398
470	0.001198603635
471	0.001193829713
472	0.001189737833
473	0.001186360312
474	0.001182954721
475	0.001177623021
476	0.001173817081
477	0.001170763154
478	0.001164474997
479	0.001160889689
480	0.001156711964
481	0.001153452861
482	0.001148432494
483	0.001145481564
484	0.001140687038
485	0.001137174768
486	0.001134267116
487	0.001130001435
488	0.001125482054
489	0.001122397982
490	0.001117027029
491	0.001114098352
492	0.001111157975
493	0.001108745186
494	0.00110573949
495	0.001102919873
496	0.001099258372
497	0.00109658121
498	0.001093300117
499	0.001090242412
500	0.001086688263
501	0.001084028463
502	0.00107985919
503	0.001077285439
504	0.001074765507
505	0.001069847436
506	0.001066000174
507	0.001063404517
508	0.001059204659
509	0.001055314683
510	0.001050635918
511	0.001047870788
512	0.001044879087
513	0.001039989827
514	0.001035356565
515	0.001033220497
516	0.001028815482
517	0.001026490072
518	0.001023872147
519	0.001020331935
520	0.001016800572
521	0.001013644479
522	0.001011456088
523	0.001009351255
524	0.001006019998
525	0.001002805083
526	0.001000167597
527	0.0009974062414
528	0.0009942630456
529	0.0009910750663
530	0.00098724611
531	0.000985242443
532	0.0009833174547
533	0.0009805935255
534	0.0009779119415
535	0.0009750374374
536	0.0009720338339
537	0.000967808944
538	0.0009634491006
539	0.0009607981302
540	0.0009587242702
541	0.0009551157807
542	0.0009525882694
543	0.0009503685046
544	0.0009488591922
545	0.0009453547577
546	0.0009420861851
547	0.0009394412151
548	0.0009372193614
549	0.0009348393495
550	0.0009319562379
551	0.0009300398308
552	0.0009260350899
553	0.0009238307939
554	0.0009210497554
555	0.0009186047137
556	0.0009166419311
557	0.0009145181507
558	0.000912379484
559	0.0009094459464
560	0.0009058704258
561	0.0009033880192
562	0.0009006093132
563	0.0008985666911
564	0.0008957747318
565	0.0008936493632
566	0.00089218646
567	0.0008899248215
568	0.0008871197075
569	0.0008852631768
570	0.0008824931245
571	0.0008803263332
572	0.0008776423411
573	0.0008752966886
574	0.0008726995753
575	0.0008707785411
576	0.0008687243318
577	0.0008641032566
578	0.0008616109388
579	0.0008598364497
580	0.0008579852218
581	0.0008557242699
582	0.0008539259252
583	0.000851895081
584	0.0008500039407
585	0.0008463385549
586	0.0008432101605
587	0.0008414817328
588	0.0008393678775
589	0.0008363780661
590	0.0008333231519
591	0.0008299795956
592	0.0008259566594
593	0.0008228381262
594	0.0008212115092
595	0.0008187111205
596	0.0008171530534
597	0.0008148388351
598	0.000813265531
599	0.0008114777538
600	0.0008074730667
601	0.0008054657445
602	0.0008037596728
603	0.0008022818188
604	0.0008010165184
605	0.0007992818195
606	0.000797591907
607	0.000795978864
608	0.0007936482918
609	0.0007918146376
610	0.000790178678
611	0.0007885970503
612	0.0007858340808
613	0.0007831607392
614	0.0007815263136
615	0.0007792908698
616	0.0007776814288
617	0.0007754425244
618	0.0007737273789
619	0.0007715812387
620	0.0007698576141
621	0.0007675912493
622	0.0007664247013
623	0.0007638696097
624	0.0007622963049
625	0.0007598342408
626	0.0007560868941
627	0.0007536935457
628	0.0007515918788
629	0.0007502230192
630	0.0007487303746
631	0.0007477953455
632	0.0007451323038
633	0.0007431759814
634	0.0007410842679
635	0.0007394288256
636	0.0007383843766
637	0.0007367717408
638	0.0007346992872
639	0.0007324662018
640	0.0007311709268
641	0.0007286383533
642	0.0007266752696
643	0.0007251712573
644	0.0007232272787
645	0.0007217383865
646	0.0007205696951
647	0.0007193047488
648	0.0007177797018
649	0.0007161667917
650	0.0007141184238
651	0.0007125775625
652	0.0007110963412
653	0.0007093104876
654	0.0007084233563
655	0.0007072998298
656	0.0007055355882
657	0.0007043716738
658	0.0007030087537
659	0.0007002304279
660	0.000698241338
661	0.0006964313532
662	0.0006945655432
663	0.0006932659137
664	0.0006900538884
665	0.0006882598597
666	0.0006865448607
667	0.0006853545738
668	0.0006844468193
669	0.0006826468031
670	0.0006792637616
671	0.0006767064983
672	0.0006754697162
673	0.0006743903215
674	0.0006728804231
675	0.0006711664607
676	0.0006698038684
677	0.0006681503191
678	0.0006668699838
679	0.0006652738403
680	0.0006618563556
681	0.0006603017441
682	0.0006570465008
683	0.0006555318473
684	0.0006541474765
685	0.0006510364659
686	0.0006491792271
687	0.0006482122061
688	0.00064666964
689	0.0006437312171
690	0.0006422336164
691	0.0006407835981
692	0.0006379658936
693	0.0006356700725
694	0.0006343872591
695	0.0006323818646
696	0.0006311153518
697	0.0006300578727
698	0.0006275236508
699	0.0006263281782
700	0.0006248575402
701	0.0006237383799
702	0.0006215300146
703	0.0006187210748
704	0.0006173088143
705	0.0006160019292
706	0.000615156105
707	0.0006139378112
708	0.0006121618775
709	0.0006112616895
710	0.0006096103571
711	0.0006086209112
712	0.0006076371818
713	0.0006065616268
714	0.0006038371162
715	0.0006025188453
716	0.0006016349309
717	0.0006000832768
718	0.0005989760653
719	0.0005976713246
720	0.0005956831643
721	0.0005944894133
722	0.000592503285
